text,hypothesis,labels,task_name,label_text,validated_labels,validation_source
"Applebee #39;s predicts earnings, units rise Company sees doubling of units to at least 3,000; predicts 17 earnings rise over next 3 to 5 years. LOS ANGELES (Reuters) - Restaurant chain Applebee #39;s International Inc.",this example news text is about business news,0,agnews,Business,0,gpt-4o-2024-11-20
England's Lawyers Try to Get Photos Thrown Out Lawyers for Pfc. Lynndie R. England sought Wednesday to throw out evidence at the heart of the Abu Ghraib prison scandal -- the now-infamous photos showing her smiling and pointing at naked Iraqi detainees.,this example news text is about science and technology,1,agnews,Sci/Tech,1,gpt-4o-2024-11-20
"NASA delays flight of X-43A scramjet to attempt Mach 10 LOS ANGELES NASA will try again today to fly an unmanned hypersonic jet designed to reach a record speed of Mach Ten, or seven-thousand-miles-per-hour.",this example news text is about world news,1,agnews,World,1,gpt-4o-2024-11-20
"Northwest Airlines Swings to 3Q Loss Northwest Airlines Corp. posted a third-quarter loss on Wednesday, compared with profits a year ago, due to rising fuel costs and low-fare competition.",this example news text is about sports,1,agnews,Sports,1,gpt-4o-2024-11-20
"Israeli Army Kills 5 Palestinians in Gaza JEBALIYA REFUGEE CAMP, Gaza Strip - Israeli soldiers on Saturday shot and killed a Hamas militant whom the military said was responsible for a rocket attack that killed two Israeli preschoolers last week and triggered an army offensive in northern Gaza.    Abed Nabhan, 25, was one of five Palestinians killed Saturday in the continuing Israeli operation in northern Gaza...",this example news text is about business news,1,agnews,Business,1,gpt-4o-2024-11-20
"Bin Laden Deputy Purportedly Seeks Strikes (AP) AP - An audio tape purportedly released by Osama bin Laden's deputy calls for attacks on U.S. and British interests everywhere, according to a broadcast Friday by Al-Jazeera television.",this example news text is about business news,1,agnews,Business,1,gpt-4o-2024-11-20
"Myanmar PM sacked, arrested for corruption (AFP) AFP - Myanmar's Prime Minister General Khin Nyunt -- among the most reformist of the military regime's leaders -- has been sacked and placed under house arrest for alleged corruption, a Thai government spokesman said.",this example news text is about world news,0,agnews,World,0,gpt-4o-2024-11-20
"Clayton Dubilier, Merrill team in \$3.4B buyout In what would be the largest European leveraged buyout of the year, Clayton Dubilier  amp; Rice has teamed with Merrill Lynch  amp; Co.",this example news text is about science and technology,1,agnews,Sci/Tech,1,gpt-4o-2024-11-20
Beer and drugs hit manufacturing output Factory output fell unexpectedly in July for the second month in a row -- the first back-to-back decline in nearly two years -- as the production of beer and pharmaceuticals plummeted.,this example news text is about sports,1,agnews,Sports,1,gpt-4o-2024-11-20
"Gordon favored in  #39;chase #39; LOUDEN, NH -- Right now, things are going Jeff Gordon #39;s way. That should enhance his chances of winning a fifth NASCAR championship.",this example news text is about business news,1,agnews,Business,1,gpt-4o-2024-11-20
"Sluman, Byrd split lead; many bubbles burst Jeff Sluman and Jonathan Byrd were tied for the lead at the Chrysler Championship, both knowing the tournament really doesn #39;t start until the weekend.",this example news text is about science and technology,1,agnews,Sci/Tech,1,gpt-4o-2024-11-20
South Koreans Say Secret Work Refined Uranium South Korea admitted that a group of its nuclear scientists secretly produced a small amount of near-weapons grade uranium.,this example news text is about science and technology,1,agnews,Sci/Tech,1,gpt-4o-2024-11-20
Sarin Carries Hoyas Kim Sarin rushes for a career-high 180 yards and throws a scoring pass as Georgetown snaps a four-game losing streak with a 21-0 victory over winless Virginia Military Institute on Saturday.,this example news text is about science and technology,1,agnews,Sci/Tech,1,gpt-4o-2024-11-20
Haas and Cink Selected for Ryder Cup Team Jay Haas joined Stewart Cink as the two captain's picks for a U.S. team that will try to regain the cup from Europe next month.,this example news text is about sports,0,agnews,Sports,0,gpt-4o-2024-11-20
Eurostocks Nudge Up on Ericsson  PARIS (Reuters) - European shares nosed up on Wednesday as  Ericsson gained on news it had won part of \$4-billion Cingular  deal and with Glaxo buoyed after Pfizer affirmed its outlook.,this example news text is about world news,1,agnews,World,1,gpt-4o-2024-11-20
"Dollar hits new low against euro The US Treasury Secretary pledges commitment to a strong dollar, as the currency hits another record low against euro.",this example news text is about world news,1,agnews,World,1,gpt-4o-2024-11-20
Clash of the unpredictables: WI-Pak tie What would happen when two of the worlds most talented and unpredictable sides rub shoulders and that too in an ICC Champions Trophy semi-final?,this example news text is about business news,1,agnews,Business,1,gpt-4o-2024-11-20
"Schultz re-ups with Wild St. Paul, MN (Sports Network) - The Minnesota Wild and defenseman Nick Schultz agreed to terms on a one-year contract Tuesday. Per club policy, financial terms were not disclosed.",this example news text is about sports,0,agnews,Sports,0,gpt-4o-2024-11-20
"Boys 'cured' with gene therapy  Gene therapy can cure children born with a condition that knocks out their natural defences against infection, mounting evidence shows.",this example news text is about business news,1,agnews,Business,1,gpt-4o-2024-11-20
US-Israel ties hang on Palestinian Vote In a pace-setting adventure next January that could herald a new beginning in the Middle East or spell disaster for all is the election of a Palestinian successor to the charismatic Yasser Arafat and a new Baghdad regime that could bring to an end the ,this example news text is about sports,1,agnews,Sports,1,gpt-4o-2024-11-20
"Lloyds TSB cashes in on VoIP Lloyds TSB is gearing up to roll out one of the largest converged networks in Europe, a 500m 70,000 phone VoIP infrastructure linking all the bank #39;s branches and cash points.",this example news text is about sports,1,agnews,Sports,1,gpt-4o-2024-11-20
Turkey Faces Long Road to EU Membership The European Commission #39;s cautious recommendation that Turkey begin membership negotiations puts the country a step closer to realizing its dream of joining Europe -- but ,this example news text is about science and technology,1,agnews,Sci/Tech,1,gpt-4o-2024-11-20
"Texas Instruments Plans Buyback (Reuters) Reuters - Texas Instruments Inc., the\largest maker of chips for cellular phones, on Thursday said it\plans to buy back  #36;1 billion in stock and boost its quarterly\dividend by more than 17 percent, becoming the latest\technology company to return extra cash to investors.",this example news text is about world news,1,agnews,World,1,gpt-4o-2024-11-20
"Fierce fighting in Iraq BAGHDAD, Sept 12: At least 45 people died in a wave of bombings and battles between US troops and militants on Sunday, as Iraq #39;s US-installed prime minister said over 3,000 had perished in the  #39;terrorism #39; washing over the country.",this example news text is about business news,1,agnews,Business,1,gpt-4o-2024-11-20
"Franz takes first in Val d #39;Isere Werner Franz claimed his maiden World Cup downhill victory with a time of one minute 57.51 seconds at Val d #39;Isere. The Austrian #39;s victory means he becomes the first man to beat American Bode Miller, who finished fourth, in the discipline this season.",this example news text is about business news,1,agnews,Business,1,gpt-4o-2024-11-20
"Car Seats Measured for Whiplash Safety Using a new dynamic test and a dummy designed especially for rear impact testing, the Insurance Institute for Highway Safety has rated 73 seat/head restraint combinations available in 63 car models sold in the US market.",this example news text is about business news,1,agnews,Business,1,gpt-4o-2024-11-20
"O's Still Fishing With big fish like Richie Sexson still looking for work and prizes like Tim Hudson being dangled in the market, the Orioles remain hopeful that they can bag a big catch.",this example news text is about world news,1,agnews,World,1,gpt-4o-2024-11-20
China miners 'trapped by fire' Rescuers in northern China look for dozens of miners thought to be trapped after a fire broke out.,this example news text is about science and technology,1,agnews,Sci/Tech,1,gpt-4o-2024-11-20
Athletics: Dominant Phillips takes long jump gold ATHENS - Dwight Phillips of the United States completed a hat-trick of global long jump titles when he crushed the field with his opening leap in Thursday #39;s final to win Olympic gold.,this example news text is about world news,1,agnews,World,1,gpt-4o-2024-11-20
"Saudis Take a Small Dose of Democracy For the first time in 41 years, Saudi Arabia is allowing local elections. The ruling family's goal, political analysts and diplomats say, is to determine whether a more open government might help defuse a rising armed threat by Muslim  militants in the kingdom.",this example news text is about science and technology,1,agnews,Sci/Tech,1,gpt-4o-2024-11-20
Terror Suspect Escapes From Bahrain Court A terror suspect escaped from court in Bahrain Monday after a judge renewed the detention order and three fellow detainees for 30 days.,this example news text is about business news,1,agnews,Business,1,gpt-4o-2024-11-20
"Nujoma's Man Set to Sweep Namibia Elections  OSHAKATI, Namibia (Reuters) - Hifikepunye Pohamba, who has  spearheaded moves to expropriate white-owned land for  redistribution to black peasants, is virtually guaranteed  victory in Namibia's presidential polls next week.",this example news text is about world news,0,agnews,World,0,gpt-4o-2024-11-20
"IBM Unveils Security Intel Service, Notes Big Jump In Attacks Attacks against crucial infrastructure -- utilities, telcos, and government agencies -- rose by 55 from July to August. By Gregg Keizer, TechWeb.",this example news text is about business news,1,agnews,Business,1,gpt-4o-2024-11-20
Freddie #39;s goal rage FED-UP Freddie Ljungberg says Arsenal must stop letting in stupid goals or face another season of Euro heartache. The disappointed Swede reckons the Gunners have already wasted a golden opportunity ,this example news text is about business news,1,agnews,Business,1,gpt-4o-2024-11-20
"Shareholders Toast Brewers' Merger  BRUSSELS/SAO PAULO (Reuters) - Shareholders gave their  blessing on Friday for Belgium's Interbrew &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=INTB.BR target=/stocks/quickinfo/fullquote""&gt;INTB.BR&lt;/A&gt; to buy  Brazil's AmBev &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=AMBV4.SA target=/stocks/quickinfo/fullquote""&gt;AMBV4.SA&lt;/A&gt;&lt;ABV.N&gt; in a \$9.7 billion deal that  will create the world's largest brewer.",this example news text is about sports,1,agnews,Sports,1,gpt-4o-2024-11-20
Gunners step up gear to top table ARSENAL pulled clear at the top of the English Premiership for the first time this season after producing a devastating change of gear to sink London rivals Fulham 3-0 at Craven Cottage.,this example news text is about sports,0,agnews,Sports,0,gpt-4o-2024-11-20
U.S. Troops Lay Siege to Iraqi City (AP) AP - U.S. troops handed over medical supplies to Iraqi relief workers Friday amid a siege of a northeastern ethnic Turkish city where Iraqi and American forces are trying to root out hundreds of militants.,this example news text is about science and technology,1,agnews,Sci/Tech,1,gpt-4o-2024-11-20
Palestinians kill three Israeli soldiers Palestinian fighters sneaked onto an Israeli military post at a small Jewish settlement in the Gaza Strip early yesterday under cover of darkness and a thick morning fog ,this example news text is about business news,1,agnews,Business,1,gpt-4o-2024-11-20
"Titan Photos Pose New Questions Photographs and radar surveys from the Cassini spacecraft #39;s Tuesday-night flyby of Saturn #39;s mysterious moon Titan are raising more questions than they #39;re answering, say NASA scientists.",this example news text is about science and technology,0,agnews,Sci/Tech,0,gpt-4o-2024-11-20
Singletary shuffles into winner #39;s circle It is the best story of the Breeders #39; Cup World Thoroughbred Championships at Lone Star Park. A partnership puts together an ownership group to buy and race thoroughbreds.,this example news text is about world news,1,agnews,World,1,gpt-4o-2024-11-20
"Australian man killed by shark on Great Barrier Reef (Canadian Press) Canadian Press - CAIRNS, Australia (AP) - A 38-year-old Australian man bled to death Saturday after he was rescued from the jaws of a shark while spearfishing on the Great Barrier Reef, authorities said.",this example news text is about science and technology,1,agnews,Sci/Tech,1,gpt-4o-2024-11-20
"Tiger Telematics Plans Business Smartphone Tiger Telematics acquired Integra SP, a UK company that produces software allowing real-time streaming of data and applications to handheld devices.",this example news text is about science and technology,0,agnews,Sci/Tech,0,gpt-4o-2024-11-20
"King's Widow Turns Focus on Voting Rights (AP) AP - The widow of Martin Luther King Jr. said the right to vote should be open to everyone in a democracy, including those who have been convicted of crimes.",this example news text is about science and technology,1,agnews,Sci/Tech,1,gpt-4o-2024-11-20
"Troops close Gaza roads after rockets fired at Israel JERUSALEM -- Israeli forces blocked main roads in Gaza yesterday after rockets were fired at an Israeli town, and troops tore down houses in a refugee camp on the Egyptian border, foreshadowing more unrest after Israel #39;s announced planned pullout next year ",this example news text is about world news,0,agnews,World,0,gpt-4o-2024-11-20
"Schumacher Clinches Seventh Season Title (AP) AP - Michael Schumacher clinched an unprecedented seventh Formula One drivers' title at the Belgian Grand Prix on Sunday, despite not winning for just the second time in 14 races this season.",this example news text is about sports,0,agnews,Sports,0,gpt-4o-2024-11-20
"Bomb Explosion in Nepali Capital Wounds 38  KATHMANDU (Reuters) - A bomb tore through a government  building under construction in the Nepali capital on Tuesday,  wounding at least 38 people in an attack police suspect was  carried out by Maoist rebels.",this example news text is about business news,1,agnews,Business,1,gpt-4o-2024-11-20
"ATI Shares Resources with HyperMemory Graphics chipmaker ATI (Quote, Chart) unveiled a new technology it said lets its visual chips share system memory for graphics processing.",this example news text is about world news,1,agnews,World,1,gpt-4o-2024-11-20
"Coulthard secures Red Bull seat Coulthard, whose McLaren contract expires at the end of this year, tested with the Austrian-owned team in Spain recently, easily outpacing Red Bull hopefuls Christian Klien and Vitantonio Liuzzi.",this example news text is about sports,0,agnews,Sports,0,gpt-4o-2024-11-20
"South Korea, Singapore seal free-trade pact Korea and Singapore sealed a free-trade agreement yesterday that covers nine broad areas, including electronics, finance and intellectual property rights.",this example news text is about business news,0,agnews,Business,0,gpt-4o-2024-11-20
"Yahoo Doubles Free E-Mail Storage Limits Yahoo Inc. is more than doubling its limits on free e-mail storage in its latest move to combat two of its biggest rivals, Google Inc. and Microsoft Corp.",this example news text is about science and technology,0,agnews,Sci/Tech,0,gpt-4o-2024-11-20
"US raids Net song swappers US agents have raided the homes of five people who allegedly traded hundreds of thousands of songs, movies and other copyrighted material over the Internet, Attorney General John Ashcroft says.",this example news text is about world news,1,agnews,World,1,gpt-4o-2024-11-20
Senate Bill Aims at Makers of File-Sharing Software The Senate Judiciary Committee is considering a copyright bill that stands at the center of the file-sharing debate.,this example news text is about business news,1,agnews,Business,1,gpt-4o-2024-11-20
"Olympics: Athens opens Paralympics with ceremonial extravaganza ATHENS : Some 70,000 spectators filled the Athens Olympic stadium to watch the densely choreographed and emotionally-charged opening ceremony of the 12th Paralympics, the world #39;s premier competition for disabled athletes.",this example news text is about science and technology,1,agnews,Sci/Tech,1,gpt-4o-2024-11-20
U.S. Genetically Modified Corn Is Assailed A scientific panel of international experts has concluded that the unintended spread of  U.S. genetically modified corn in Mexico poses a potential threat that should be limited or stopped.,this example news text is about business news,1,agnews,Business,1,gpt-4o-2024-11-20
"Former Saddam Deputy Arrested in Iraq (AP) AP - Iraqi authorities claimed on Sunday to have captured Izzat Ibrahim al-Douri, the most wanted member of Saddam Hussein's ousted dictatorship, but there was confusion over the report, as the Iraqi defense minister said word of his arrest was ""baseless.""",this example news text is about science and technology,1,agnews,Sci/Tech,1,gpt-4o-2024-11-20
"Odd couple: Schwartz and McNealy It hasn't even been eight months since Sun Microsystems promoted Jonathan Schwartz to be Chief Executive Scott McNealy's right-hand man, but the two are already acting like an old couple. Missing Links",this example news text is about world news,1,agnews,World,1,gpt-4o-2024-11-20
"Intel Shrinks Transistor Size By 30 pinkUZI writes  quot;Intel will announce that it has crammed 500 million transistors on to a single memory chip, shrinking them in size by 30.",this example news text is about sports,1,agnews,Sports,1,gpt-4o-2024-11-20
CPS to buy additional \$160 million stake in nuclear plant City Public Service (CPS) has reached an agreement with American Electric Power #39;s Texas subsidiary to buy an additional 12 percent equity stake in the South Texas Project for \$160 million.,this example news text is about business news,0,agnews,Business,0,gpt-4o-2024-11-20
"Cassini radar lifts the veil from Saturn #39;s Titan WASHINGTON - The first radar images of Titan, the cloud-shrouded moon of Saturn, revealed a relatively young, active surface, NASA said Friday (Oct. 29).",this example news text is about business news,1,agnews,Business,1,gpt-4o-2024-11-20
"Finley #39;s slam wins wild West for LA LOS ANGELES - Steve Finley immediately raised his arms over his head, as if to show there really might be a Great Dodger in the Sky looking after him and the Los Angeles franchise after a nine-year title drought.",this example news text is about sports,0,agnews,Sports,0,gpt-4o-2024-11-20
"Dell unveils holiday lineup, including new plasma TVs OCTOBER 15, 2004 (IDG NEWS SERVICE) - Dell Inc. took the wraps off its holiday lineup on Thursday, showing new printers, plasma televisions and music players that will soon be available through its Web site.",this example news text is about science and technology,0,agnews,Sci/Tech,0,gpt-4o-2024-11-20
Russias strange bedfellows Ministers from the Commonwealth of Independent States (CIS) gathered in the Ukrainian capital Kiev on September 29 to formulate a common anti-terrorism strategy.,this example news text is about business news,1,agnews,Business,1,gpt-4o-2024-11-20
"Jeff Gordon leads contenders at Talladega Joe Nemechek wasn #39;t surprised to be back at the front of the field, just that it took so long to get there. Nemechek, who earned the nickname  quot;Front Row Joe quot; when he won six poles from 1997-00, got No.",this example news text is about business news,1,agnews,Business,1,gpt-4o-2024-11-20
"FM, Reddy to attend IMF-WB meet Finance Minister P Chidambaram will lead a high-level delegation for the annual IMF-World Bank meeting in Washington from October 1, where New Delhi would press for higher aid flows for infrastructure and social development.",this example news text is about sports,1,agnews,Sports,1,gpt-4o-2024-11-20
"Cassini radar lifts the veil from Saturn #39;s Titan WASHINGTON - The first radar images of Titan, the cloud-shrouded moon of Saturn, revealed a relatively young, active surface, NASA said Friday (Oct. 29).",this example news text is about sports,1,agnews,Sports,1,gpt-4o-2024-11-20
"NOBEL LAUREATE TO CONVEY CHEN #39;S GOODWILL TO BEIJING LEADER AT APEC Taipei, Nov. 12 (CNA) Academia Sinica President Lee Yuan-tseh said Friday he will convey President Chen Shui-bian #39;s goodwill to mainland Chinese President Hu Jintao at the upcoming informal leadership meeting ",this example news text is about world news,0,agnews,World,0,gpt-4o-2024-11-20
"Iran Says EU Nuke Negotiations in Final Stages  TEHRAN (Reuters) - Iran's negotiations with the European  Union over a deal which would spare Tehran from possible U.N.  sanctions over its nuclear program are in their final stages,  Iran said Saturday.",this example news text is about world news,0,agnews,World,0,gpt-4o-2024-11-20
"Guard registers a special point Gary Payton didn't know he had joined the 20,000-point club last night until the public address announcer at the FleetCenter trumpeted the feat.",this example news text is about sports,0,agnews,Sports,0,gpt-4o-2024-11-20
"Kerry to hunt for male US votes as Bush courts Catholics (AFP) AFP - US Democratic presidential candidate John Kerry will switch to macho politics when he makes an atypical hunting trip to rural Ohio in a bid to woo traditionalist male voters, while President George W. Bush courts Catholics in Pennsylvania less than two week before election day.",this example news text is about business news,1,agnews,Business,1,gpt-4o-2024-11-20
"Cameroon leader's 'divide and rule' Cameroonian politician John Fru Ndi stands as presidential candidate in next month's election, splitting the opposition coalition.",this example news text is about business news,1,agnews,Business,1,gpt-4o-2024-11-20
"Nike co-founder stepping down president effective December 28 after more than a year-long search. Knight, 66, who also will give up his title of president,. chairman, quot; Knight said in a statement on Thursday.",this example news text is about business news,0,agnews,Business,0,gpt-4o-2024-11-20
Knee Injury Sidelines Chiefs' Holmes (AP) AP - Kansas City Chiefs star running back Priest Holmes will miss the rest of the season with a knee injury.,this example news text is about business news,1,agnews,Business,1,gpt-4o-2024-11-20
"Business: Bush Administration Washington Post business columnist Steven Pearlstein will be online to discuss his latest column, which looks at the Bush administration's plans for Social Security and health care.",this example news text is about science and technology,1,agnews,Sci/Tech,1,gpt-4o-2024-11-20
Bollywood actress Nirupa Roy dies Bollywood actress Nirupa Roy dies after a heart attack at her home in Mumbai (Bombay) aged 73.,this example news text is about sports,1,agnews,Sports,1,gpt-4o-2024-11-20
"Corus makes first profit as UK steel plants return to the black Corus, the Anglo-Dutch steel maker, celebrated its first ever profit yesterday and said its UK plants had contributed to the turnaround.",this example news text is about world news,1,agnews,World,1,gpt-4o-2024-11-20
"Google shares bounce up 18 in trading debut In the stock #39;s first day of trading, investors bought, sold and flipped shares at a furious pace, with the price ending just above \$100 - 18 percent higher than where it started. It was, in other words, everything the company #39;s founders, Sergy Brin and ...",this example news text is about world news,1,agnews,World,1,gpt-4o-2024-11-20
"Novak wins Japan Open Jiri Novak of the Czech Republic settled his game after a rocky start and beat Taylor Dent 5-7, 6-1, 6-3 Sunday to win the Japan Open for the sixth title of his career.",this example news text is about sports,0,agnews,Sports,0,gpt-4o-2024-11-20
"Quincy Carter being released by the Cowboys NEW YORK -- Tim Henman #39;s quarterfinal victory at the US Open was a microcosm of his career - long and brilliant in spurts, with an expected disappointment on the horizon.",this example news text is about science and technology,1,agnews,Sci/Tech,1,gpt-4o-2024-11-20
"Ramsey, Redskins Come Up A Little Short in First Start Patrick Ramsey can picture each long pass he threw during his first start this season. The five deep throws came on tight spirals that were only a tad off.",this example news text is about sports,0,agnews,Sports,0,gpt-4o-2024-11-20
"South Korea, Singapore seal free-trade pact Korea and Singapore sealed a free-trade agreement yesterday that covers nine broad areas, including electronics, finance and intellectual property rights.",this example news text is about sports,1,agnews,Sports,1,gpt-4o-2024-11-20
"Social Security Reform a Boon for Funds?  NEW YORK (Reuters) - The bonanza many believe President  Bush has handed the mutual fund industry with his plans to  reform Social Security may be a mirage, industry leaders said  on Friday.",this example news text is about science and technology,1,agnews,Sci/Tech,1,gpt-4o-2024-11-20
"Trojan horse drives spam into cell phones Infected computers send out a slew of unwanted text messages, a security firm says.",this example news text is about science and technology,0,agnews,Sci/Tech,0,gpt-4o-2024-11-20
"Good Luck and Bubblewrap.com Collard greens and black-eyed peas, a New Years tradition, on a chefs site; Virtual-Bubblewrap.com lets you punch holes with your mouse; KnowItAllVideo.com, where amateur instructional videos are posted and rated.",this example news text is about world news,1,agnews,World,1,gpt-4o-2024-11-20
Donald Leads by Two in Dunhill Links (AP) AP - Luke Donald shot a 4-under-par 68 Saturday for a two-stroke lead after three rounds of the Dunhill Links Championship.,this example news text is about world news,1,agnews,World,1,gpt-4o-2024-11-20
"Microsoft offers SP2 compatibility guide Security-focused Windows XP update can be tough on applications. Guidelines are meant to help professionals ""test and mitigate.""",this example news text is about world news,1,agnews,World,1,gpt-4o-2024-11-20
"We can win the series, says Ganguly  quot;After the momentum we have got in Chennai, we should win the next two Tests. We are quite capable of winning the series, quot; Ganguly said.",this example news text is about sports,0,agnews,Sports,0,gpt-4o-2024-11-20
US Treasuries cut early gains on jobless drop US Treasury debt prices cut early gains but remained narrowly higher after the government said that new claims for jobless insurance fell in the latest week.,this example news text is about world news,1,agnews,World,1,gpt-4o-2024-11-20
"Arsenal #39;s winning ways a joy Legendary Nottingham Forest manager Brian Clough said last week that losing Forest #39;s 42-game unbeaten record to Arsenal stuck in the craw  quot;because nobody likes them quot;, but surely that is not true.",this example news text is about business news,1,agnews,Business,1,gpt-4o-2024-11-20
"Whitman: EBay To Buy Rent.com; Compliments Craigslist Stake Without reserve. EBay (nasdaq: EBAY - news - people ) on Friday said it is buying Rent.com. The latter, which is privately held, provides online listings of apartment and house rentals.",this example news text is about business news,0,agnews,Business,0,gpt-4o-2024-11-20
"Kerry to hunt for male US votes as Bush courts Catholics (AFP) AFP - US Democratic presidential candidate John Kerry will switch to macho politics when he makes an atypical hunting trip to rural Ohio in a bid to woo traditionalist male voters, while President George W. Bush courts Catholics in Pennsylvania less than two week before election day.",this example news text is about sports,1,agnews,Sports,1,gpt-4o-2024-11-20
India #39;s Nehra to miss Bangladesh series Left-arm seamer Ashish Nehra has been left out of India #39;s squad for this month #39;s two-test series against Bangladesh due to an abdominal strain.,this example news text is about world news,1,agnews,World,1,gpt-4o-2024-11-20
"Toyota #39;s quarterly profit drops Toyota Motor Corporation, the world #39;s second-largest carmaker, had an unexpected drop in quarterly profit as investment earnings declined at a truckmaking unit and a stronger yen cut the value of overseas sales.",this example news text is about science and technology,1,agnews,Sci/Tech,1,gpt-4o-2024-11-20
"Chirac Sees Opportunity in China's Economic Surge  BEIJING (Reuters) - French President Jacques Chirac  declared Saturday that France was a natural trade partner to  China and, amid a flurry of air, rail and energy deals, played  down any threat from one the world's fastest growing economies.",this example news text is about sports,1,agnews,Sports,1,gpt-4o-2024-11-20
Key Martha Witness Gets Wrist Slap (CBS/AP) A former brokerage assistant who helped Martha Stewart make her fateful stock trade and later emerged as a key government witness was spared both prison and probation Friday for accepting a payoff during the government #39;s investigation.,this example news text is about world news,1,agnews,World,1,gpt-4o-2024-11-20
"The Handbag? Total Knockoff. The Price Tag? All Too Real. It is as much a rite of the New York holiday season as sidewalk Santas or crowded Fifth Avenue sidewalks: the proliferation of hawkers selling counterfeit products like the fake Fendi handbag, the replica Rolex watch and the pirated DVD.",this example news text is about world news,1,agnews,World,1,gpt-4o-2024-11-20
"Russia Mourns Hostage Deaths, Putin Criticized  BESLAN, Russia (Reuters) - Russia on Monday mourned the  deaths of hundreds of children and adults in its worst hostage  drama as criticism mounted over the way President Vladimir  Putin and his security forces handled the crisis.",this example news text is about world news,0,agnews,World,0,gpt-4o-2024-11-20
"China move on textile exports gets cautious response The US and the European Union responded cautiously yesterday to China #39;s surprise undertaking to impose duties on some textile exports, a step it said was designed to ensure a  quot;smooth ",this example news text is about sports,1,agnews,Sports,1,gpt-4o-2024-11-20
"Astros 5, Cardinals 2 Roger Clemens hopped off the mound, pumped his right fist and muttered to himself all the way to the dugout. His work was done and the Houston Astros were exactly where they wanted to be -- right back in the NL championship series.",this example news text is about sports,0,agnews,Sports,0,gpt-4o-2024-11-20
"Michigan regulators allow SBC to charge more for use of its &lt;b&gt;...&lt;/b&gt; State regulators unanimously voted Tuesday to allow SBC Communications Inc. to charge competitors more to use its network, but it was unclear when, or if, that increase would be felt ",this example news text is about business news,0,agnews,Business,0,gpt-4o-2024-11-20
"Woods Leads in Atlanta Playing his best golf of the year in the season-ending Tour Championship, Tiger Woods shoots a 5-under 65, leaving him tied with Jay Haas.",this example news text is about sports,0,agnews,Sports,0,gpt-4o-2024-11-20
NASCAR mourns plane crash victims Crews on all-terrain vehicles yesterday recovered the bodies of all 10 people killed in the crash of a Hendrick Motorsports plane that was carrying family and friends of one of NASCAR's top syndicates.,this example news text is about sports,0,agnews,Sports,0,gpt-4o-2024-11-20
"Walter Smith named manager of Scottish soccer team, succeeding &lt;b&gt;...&lt;/b&gt; After the German #39;s failure to revive the ailing national team, the Scottish Football Association has opted for a rare Rangers-Celtic linkup at the top with former Rangers manager Smith working with assistant Tommy Burns, his old rival at Celtic.",this example news text is about sports,0,agnews,Sports,0,gpt-4o-2024-11-20
"St. Paul Travelers Posts Hurricane Losses St. Paul Travelers Co., the second-largest business insurer in the United States, said Wednesday that it estimates losses from Hurricane Ivan to be about \$94 million, and expects the losses to cut third-quarter earnings by about 14 cents per share.",this example news text is about business news,0,agnews,Business,0,gpt-4o-2024-11-20
Greek sprinters quit to end Games scandal ATHENS (Reuters) - Greece #39;s two top athletes have pulled out of the Athens Olympics and apologised to the Greek people for a scandal over missed dope tests that has tarnished the Games #39; return to their birthplace. ,this example news text is about sports,0,agnews,Sports,0,gpt-4o-2024-11-20
"Car bombs kill 11 in Baghdad BAGHDAD -- Two car bombs in Baghdad killed at least 11 people yesterday, including one American soldier, and Defense Secretary Donald Rumsfeld visited US troops and diplomats in the capital and at a remote desert air base.",this example news text is about business news,1,agnews,Business,1,gpt-4o-2024-11-20
"Paula #39;s going for gold PAULA RADCLIFFE has decided she WILL run in tonight #39;s 10,000m race at the Athens Olympics. Today #39;s dramatic decision comes just days after Britain #39;s star long-distance runner was left weeping at the roadside after pulling up in the Olympic marathon.",this example news text is about sports,0,agnews,Sports,0,gpt-4o-2024-11-20
"Prem Preview: Everton v Fulham A favourite with the crowd during his time at Goodison Park, many fans will not forget Radzinskis comments prior to his 1.75 m move to the Londoners during the summer.",this example news text is about sports,0,agnews,Sports,0,gpt-4o-2024-11-20
"Company Trademark Rights Limited by US High Court (Update1) The US Supreme Court limited the scope of federal trademark protection, saying rival companies in some cases can use proprietary terms even when customers might be confused.",this example news text is about sports,1,agnews,Sports,1,gpt-4o-2024-11-20
"Man U. and Everton play to scoreless draw Manchester, England (Sports Network) - Manchester United #39;s struggle continued on Monday when they failed to score in a 0-0 tie with Everton at Old Trafford.",this example news text is about sports,0,agnews,Sports,0,gpt-4o-2024-11-20
"Google shares released for sale Employees and some investors in Google will be able to sell shares in the company as the latest ""lockup"" phase on sales ends.",this example news text is about sports,1,agnews,Sports,1,gpt-4o-2024-11-20
"Iran agrees to nuclear enrichment freeze -diplomats Iran has agreed to suspend its uranium enrichment programme in an attempt to ease concerns that its nuclear programme is aimed at developing weapons, a Western diplomat close to the United Nations said today.",this example news text is about sports,1,agnews,Sports,1,gpt-4o-2024-11-20
"Protesters Denounce APEC Summit in Chile Thousands of protesters marched peacefully through downtown Santiago on Friday, expressing anger at a weekend summit of Pacific Rim leaders, particularly President Bush. But violence later erupted at a rock concert.",this example news text is about world news,0,agnews,World,0,gpt-4o-2024-11-20
